iter	MultiClass
207	0.4289823298
208	0.4268858392
209	0.4246256497
210	0.4220332171
211	0.4193768005
212	0.4173591257
213	0.4145030561
214	0.4134953352
215	0.4122249016
216	0.4098523887
217	0.4085748268
218	0.4071819976
219	0.4035184688
220	0.4010444425
221	0.3982922029
222	0.3967019494
223	0.3948368186
224	0.3931728737
225	0.3918539593
226	0.3900031193
227	0.3870715327
228	0.3857775648
229	0.3833848506
230	0.3808491116
231	0.3786506648
232	0.3770245952
233	0.3751247265
234	0.3729556695
235	0.3716470721
236	0.3691359057
237	0.367365945
238	0.3657197184
239	0.3637801002
240	0.3620201894
241	0.3600149586
242	0.3585576668
243	0.3567575446
244	0.3550787282
245	0.3537015261
246	0.3513645257
247	0.3490211993
248	0.3476380539
249	0.345284668
250	0.3439776447
251	0.342908096
252	0.3406655219
253	0.3393260465
254	0.3379947
255	0.3370171502
256	0.33536487
257	0.334054596
258	0.3329040044
259	0.3312609149
260	0.3300027183
261	0.328178158
262	0.3267088785
263	0.3253366476
264	0.3238064524
265	0.3224396673
266	0.3216162039
267	0.3207803342
268	0.3195234932
269	0.3182562242
270	0.3176778402
271	0.3168184225
272	0.3157103006
273	0.313162156
274	0.3113312328
275	0.3097662683
276	0.3083286056
277	0.307276344
278	0.3052871296
279	0.3035316701
280	0.3020483534
281	0.3012137318
282	0.3003349124
283	0.2979925627
284	0.2966766288
285	0.2956248526
286	0.2945078943
287	0.2936193286
288	0.291875007
289	0.289886044
290	0.2880296
291	0.2867026188
292	0.2852464269
293	0.283823846
294	0.2830957498
295	0.2822763027
296	0.2811900498
297	0.2795328248
298	0.2784207707
299	0.2772290087
300	0.2761269697
301	0.2750381669
302	0.2742802372
303	0.2735669101
304	0.272665543
305	0.2713610101
306	0.2702522046
307	0.2694713022
308	0.2684172945
309	0.2676966304
310	0.2662771443
311	0.265042694
312	0.2637391415
313	0.2628955678
314	0.2622554701
315	0.2611867455
316	0.2601068012
317	0.2593552335
318	0.2578507408
319	0.2570075247
320	0.2555792921
321	0.2549196295
322	0.2544535426
323	0.2535649485
324	0.2525205189
325	0.2511760079
326	0.2502711692
327	0.2489923723
328	0.2480849049
329	0.2470999031
330	0.2459860371
331	0.2443271533
332	0.2432224295
333	0.2419620286
334	0.2411782688
335	0.2403329475
336	0.2397562936
337	0.2383881222
338	0.2379897392
339	0.2366546139
340	0.235850453
341	0.2348810952
342	0.2334865587
343	0.2328796662
344	0.2320435008
345	0.2310842208
346	0.2300678317
347	0.2291998897
348	0.2288139207
349	0.2278337357
350	0.2272253921
351	0.2268248797
352	0.2257171589
353	0.2242889632
354	0.2234158462
355	0.2224719927
356	0.2216479836
357	0.220552329
358	0.2201102903
359	0.2193395663
360	0.218630641
361	0.2179523117
362	0.2174132887
363	0.2161381676
364	0.2154696667
365	0.2148216075
366	0.2141700375
367	0.2132692752
368	0.2126296525
369	0.2119052857
370	0.2110815356
371	0.2101022273
372	0.2094960461
373	0.2089074632
374	0.2081978966
375	0.207299774
376	0.2063600638
377	0.2056215653
378	0.205125585
379	0.2038431218
380	0.203011059
381	0.2026112621
382	0.201682862
383	0.2012131925
384	0.2004335172
385	0.1996853961
386	0.1988333692
387	0.1984297265
388	0.1972931958
389	0.1967387589
390	0.1963158002
391	0.1957161482
392	0.1948568782
393	0.1941635938
394	0.1932303917
395	0.1929016206
396	0.1922520104
397	0.1915671606
398	0.1907663492
399	0.1904308881
400	0.1896566309
401	0.188651255
402	0.1879261154
403	0.1869498974
404	0.1858785561
405	0.1851614521
406	0.1842548003
407	0.1838097761
408	0.1834318383
409	0.1830320064
410	0.1821837508
411	0.1815453755
412	0.1808120712
413	0.1802240301
414	0.1798500608
415	0.1793534941
416	0.1787219133
417	0.1778277733
418	0.1774473864
419	0.1769476435
420	0.176634962
421	0.1760372172
422	0.1754345021
423	0.1749647645
424	0.1745624097
425	0.1740166348
426	0.173673231
427	0.1731404689
428	0.1727010556
429	0.1721427566
430	0.1714786325
431	0.1708445323
432	0.1703355864
433	0.1694881689
434	0.1690315279
435	0.1683252259
436	0.1680236322
437	0.1673847148
438	0.166828622
439	0.1663118228
440	0.1660103883
441	0.1655719528
442	0.1648586722
443	0.1644398676
444	0.1641362873
445	0.1637857238
446	0.1633742967
447	0.1628341114
448	0.1623094846
449	0.1615458768
450	0.1610812422
451	0.1606266402
452	0.1602707282
453	0.1600208203
454	0.1595394489
455	0.1590650898
456	0.1583932182
457	0.1576029649
458	0.1570273748
459	0.1566906729
460	0.1560357818
461	0.1557421903
462	0.1551277754
463	0.1547108777
464	0.1542104872
465	0.1538506727
466	0.1534755538
467	0.1531357832
468	0.152491599
469	0.1520293391
470	0.1513990218
471	0.1510209202
472	0.1505094647
473	0.1502385534
474	0.1496222048
475	0.1492295436
476	0.1487452727
477	0.1481748314
478	0.1478658911
479	0.1476480652
480	0.1470828542
481	0.1465285351
482	0.1459477118
483	0.1453998109
484	0.144952004
485	0.1445360019
486	0.1440536593
487	0.1435122057
488	0.1429084859
489	0.1426516653
490	0.1422712613
491	0.1419840874
492	0.1415336462
493	0.1411800097
494	0.1409402474
495	0.1405695955
496	0.1401667753
497	0.1398351892
498	0.139538886
499	0.1391145694
500	0.1387414327
501	0.1382242945
502	0.1376547479
503	0.137163119
504	0.1367661749
505	0.1364938098
506	0.1362294694
507	0.1357684745
508	0.1353789495
509	0.1347967312
510	0.1342497102
511	0.1338070056
512	0.133473114
513	0.1329674717
514	0.132420484
515	0.1321280365
516	0.1318371919
517	0.1312887614
518	0.1309678007
519	0.1305608199
520	0.1302269754
521	0.1296672959
522	0.1293003558
523	0.12887616
524	0.1286245718
525	0.1281900592
526	0.1276922357
527	0.1273015915
528	0.1269234597
529	0.1264958927
530	0.126195673
531	0.1259414069
532	0.1255843703
533	0.1250812225
534	0.1248627913
535	0.1244957104
536	0.1241253102
537	0.123779859
538	0.1235062304
539	0.1232481125
540	0.1229770074
541	0.1226194397
542	0.1222257587
543	0.1218751452
544	0.1215561311
545	0.1212468812
546	0.1209652775
547	0.1207757748
548	0.1203208478
549	0.1200532466
550	0.119822194
551	0.1193457662
552	0.1191710567
553	0.1189504079
554	0.1186840857
555	0.118445448
556	0.1182462876
557	0.1179275813
558	0.1177095645
559	0.1173789019
560	0.1169734088
561	0.1167006658
562	0.1164529486
563	0.1163115898
564	0.1159551705
565	0.1155607317
566	0.1150585264
567	0.1148451446
568	0.1145424936
569	0.1142327672
570	0.114044514
571	0.1139363551
572	0.1136719153
573	0.1133255409
574	0.1130407641
575	0.1126775371
576	0.1123612305
577	0.1120206168
578	0.1118650901
579	0.1115663748
580	0.1113318912
581	0.1111914523
582	0.1109230389
583	0.1105730471
584	0.1104548675
585	0.1103608052
586	0.1101949508
587	0.1098446099
588	0.1094494449
589	0.1093465239
590	0.1091640256
591	0.1088600621
592	0.1085935796
593	0.1082497579
594	0.1079984507
595	0.1077188699
596	0.1074354642
597	0.1073188906
598	0.1069959256
599	0.106605112
600	0.1063303424
601	0.1062093121
602	0.1059596592
603	0.1058070061
604	0.1055070229
605	0.1051782153
606	0.1048885457
607	0.1046044354
608	0.1043406475
609	0.1041625884
610	0.1039509302
611	0.1037228539
612	0.1034438248
613	0.103261485
614	0.1031439494
615	0.1028218402
616	0.1025073562
617	0.1021970815
618	0.1019941139
619	0.1016817353
620	0.1015399457
621	0.1013358691
622	0.1011139964
623	0.1009312177
624	0.1006588481
625	0.100503741
626	0.1003172626
627	0.1000988853
628	0.09998252072
629	0.0998722431
630	0.0997668268
631	0.09951060296
632	0.09921754093
633	0.09897396351
634	0.09881646799
635	0.09860349584
636	0.09845225965
637	0.09811701855
638	0.09781192924
639	0.09754710987
640	0.09733207246
641	0.0972246671
642	0.09703133303
643	0.09685674204
644	0.09671477589
645	0.09660642232
646	0.09633670182
647	0.09605062832
648	0.09587398149
649	0.09561168568
650	0.09541396391
651	0.0953147993
652	0.09517228704
653	0.0949301088
654	0.09477625652
655	0.0946242182
656	0.09436295071
657	0.09415473919
658	0.0938440255
659	0.09366180805
660	0.09345523245
661	0.09319747591
662	0.09298070485
663	0.09279630829
664	0.09261071013
665	0.09240033086
666	0.09228013447
667	0.09205921986
668	0.09188099777
669	0.09174549926
670	0.09164476363
671	0.0914356245
672	0.09127566453
673	0.09108939713
674	0.09097036533
675	0.09077115117
676	0.09058180941
677	0.09047777562
678	0.09030434557
679	0.09016005262
680	0.09006199688
681	0.08987083024
682	0.08965367957
683	0.08944739784
684	0.08927911697
685	0.08914553838
686	0.08889341869
687	0.08868693882
688	0.08844585656
689	0.08827086097
690	0.08805372599
691	0.08783469272
692	0.08763484116
693	0.08740733076
694	0.08727327434
695	0.08710155196
696	0.08687704814
697	0.086603293
698	0.08639796512
699	0.0862382431
700	0.08612263027
701	0.08593714763
702	0.08577291287
703	0.08561049701
704	0.08541158932
705	0.08521301661
706	0.08498896414
707	0.08488502512
708	0.08475803707
709	0.084579951
710	0.08442059858
711	0.08427739297
712	0.08416594116
713	0.08404455829
714	0.08390724836
715	0.08378199687
716	0.08367398923
717	0.08357798276
718	0.08333755886
719	0.08321128258
720	0.08310412619
721	0.08300740999
722	0.08277056532
723	0.08266232336
724	0.08257143183
725	0.08244332813
726	0.08235466751
727	0.08221560074
728	0.08209531762
729	0.08196717876
730	0.08183291135
731	0.0816340304
732	0.08142629653
733	0.08131898704
734	0.08120308395
735	0.08104390386
736	0.08085967025
737	0.08073947622
738	0.0805930827
739	0.08036821757
740	0.08017396239
741	0.07996005685
742	0.07982509733
743	0.07961574166
744	0.07944088336
745	0.07929811602
746	0.07916428536
747	0.07899785789
748	0.07885356267
749	0.07872302618
750	0.07861723734
751	0.07846775991
752	0.0783469029
753	0.07817217806
754	0.07812423724
755	0.0779057919
756	0.07777665607
757	0.07765223621
758	0.07757734602
759	0.07742051146
760	0.07724535632
761	0.07718174031
762	0.07705091089
763	0.07695331257
764	0.0768685774
765	0.07673432812
766	0.07664251631
767	0.07654037454
768	0.07644243729
769	0.07627682543
770	0.07620167835
771	0.0760175951
772	0.07581152905
773	0.07571005267
774	0.07553949852
775	0.07538796169
776	0.07522153269
777	0.07503313035
778	0.07489707868
779	0.07479804665
780	0.07466939592
781	0.07449379752
782	0.07439415222
783	0.07419823216
784	0.07408439297
785	0.07390190403
786	0.07377487807
787	0.07363761631
788	0.07344885912
789	0.07336766516
790	0.07322573082
791	0.07315549786
792	0.07304486885
793	0.07288877778
794	0.072738845
795	0.07264047336
796	0.07245869685
797	0.07236301263
798	0.07225180181
799	0.07217652505
800	0.07206133836
801	0.0719514046
802	0.0717997948
803	0.07168095122
804	0.07151202732
805	0.07141867624
806	0.07129864595
807	0.07115544073
808	0.0710483559
809	0.07083209843
810	0.0707338541
811	0.07063708906
812	0.07047372667
813	0.07034583064
814	0.07021961353
815	0.07012267361
816	0.06999375422
817	0.06990295055
818	0.06975823625
819	0.06968396373
820	0.0696128999
821	0.06949227985
822	0.06936263772
823	0.06929893709
824	0.06920213243
825	0.0690536378
826	0.06895239049
827	0.06876305766
828	0.06866995079
829	0.06858551603
830	0.06844411454
831	0.06837155152
832	0.06823375341
833	0.06809460665
834	0.06795196107
835	0.06787739542
836	0.06774758989
837	0.06759405804
838	0.06750249617
839	0.06739779835
840	0.06724962649
841	0.0671447024
842	0.06704284301
843	0.06692003919
844	0.06681331413
845	0.06672186499
846	0.06659458269
847	0.06647410902
848	0.06634386752
849	0.06620206319
850	0.06614447084
851	0.06601846573
852	0.06593731224
853	0.06580587812
854	0.06572858129
855	0.06561833178
856	0.06548686734
857	0.06544368797
858	0.06535329955
859	0.06525535485
860	0.06512352902
861	0.06501623578
862	0.06490288351
863	0.06480178869
864	0.06469811166
865	0.06457615514
866	0.06444672815
867	0.06433582141
868	0.06421347805
869	0.06415305501
870	0.06409103263
871	0.06399300853
872	0.06391324932
873	0.06377246406
874	0.06368270298
875	0.06360126029
876	0.06353199393
877	0.06339331148
878	0.06329113193
879	0.06317689023
880	0.0630721616
881	0.0629868374
882	0.06288586845
883	0.06283417402
884	0.06275656914
885	0.06265884939
886	0.0625786274
887	0.06246643125
888	0.06232223812
889	0.06226795887
890	0.06217896858
891	0.06204918077
892	0.06198751325
893	0.06188097697
894	0.06178416317
895	0.06170439096
896	0.06161917195
897	0.06151970725
898	0.06144676726
899	0.06133756155
900	0.06127268569
901	0.06116579541
902	0.06105394478
903	0.06097990859
904	0.06094595619
905	0.0608656559
906	0.06074294169
907	0.06064151145
908	0.06050094826
909	0.06043594702
910	0.06034852197
911	0.06024440011
912	0.06015330716
913	0.06006371588
914	0.0599575402
915	0.05981869652
916	0.05974067431
917	0.05963224851
918	0.05958869069
919	0.059531172
920	0.05946168005
921	0.05939383946
922	0.05930881064
923	0.05918166107
924	0.05909811795
925	0.05898826052
926	0.05889359388
927	0.05878496742
928	0.05869483502
929	0.05861849097
930	0.05854861576
931	0.05844044379
932	0.05834971786
933	0.05826569077
934	0.05819918338
935	0.05808595546
936	0.05798103228
937	0.05789214419
938	0.05784336541
939	0.05776719007
940	0.05772170705
941	0.05763630816
942	0.0575688685
943	0.05748545839
944	0.05741612959
945	0.0573628502
946	0.05725783814
947	0.05717644864
948	0.05709400241
949	0.05703036848
950	0.05695898165
951	0.05691678888
952	0.05686949517
953	0.05680369073
954	0.05674342341
955	0.05669278933
956	0.05662462663
957	0.05659247653
958	0.05651380841
959	0.05643472353
960	0.05637256277
961	0.05629788868
962	0.05624958669
963	0.05617911493
964	0.05612811356
965	0.05599424555
966	0.05591901686
967	0.0558341784
968	0.05575152492
969	0.05568294802
970	0.05562578859
971	0.05554111329
972	0.05545594915
973	0.05537395635
974	0.05530640915
975	0.05522670922
976	0.05514778497
977	0.05506522372
978	0.05501651149
979	0.05497128485
980	0.05490984202
981	0.05484973761
982	0.05479758945
983	0.05472315629
984	0.05464722607
985	0.05457047245
986	0.05446863642
987	0.05440492389
988	0.05433738223
989	0.05424443283
990	0.05420536561
991	0.05411717723
992	0.05405854163
993	0.05397083984
994	0.05393372141
995	0.05384109077
996	0.05376716178
997	0.05368471426
998	0.05361690813
999	0.05351590241
